run_index,penalty_r,algorithm,start_x,start_y,start_z,step,x,y,z,penalty_value,feasible
7,0.01,Penalty Nelder-Mead,0.409213,0.409318,0.409353,60,0.407967,0.408127,0.408953,-0.0680673,0
7,0.01,Penalty Nelder-Mead,0.409213,0.409318,0.409353,61,0.408664,0.408541,0.407843,-0.0680674,0
7,0.01,Penalty Nelder-Mead,0.409213,0.409318,0.409353,62,0.408875,0.407919,0.408257,-0.0680674,0
7,0.01,Penalty Nelder-Mead,0.409213,0.409318,0.409353,63,0.408438,0.408072,0.408554,-0.0680674,0
7,0.01,Penalty Nelder-Mead,0.409213,0.409318,0.409353,64,0.408313,0.408152,0.408586,-0.0680674,0
7,0.01,Penalty Nelder-Mead,0.409213,0.409318,0.409353,65,0.408603,0.408294,0.408154,-0.0680674,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,0,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,1,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,2,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,3,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,4,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,5,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,6,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,7,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,8,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,9,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,10,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,11,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,12,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,13,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,14,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,15,0.408027,0.408427,0.408605,-0.0678301,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,16,0.393963,0.41148,0.419553,-0.0680083,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,17,0.393963,0.41148,0.419553,-0.0680083,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,18,0.393963,0.41148,0.419553,-0.0680083,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,19,0.393963,0.41148,0.419553,-0.0680083,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,20,0.393963,0.41148,0.419553,-0.0680083,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,21,0.393963,0.41148,0.419553,-0.0680083,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,22,0.393963,0.41148,0.419553,-0.0680083,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,23,0.403252,0.41383,0.407756,-0.0680363,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,24,0.403252,0.41383,0.407756,-0.0680363,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,25,0.403252,0.41383,0.407756,-0.0680363,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,26,0.403252,0.41383,0.407756,-0.0680363,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,27,0.403252,0.41383,0.407756,-0.0680363,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,28,0.405985,0.410573,0.408219,-0.0680428,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,29,0.405985,0.410573,0.408219,-0.0680428,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,30,0.405985,0.410573,0.408219,-0.0680428,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,31,0.408373,0.410089,0.406324,-0.0680432,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,32,0.408373,0.410089,0.406324,-0.0680432,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,33,0.408373,0.410089,0.406324,-0.0680432,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,34,0.408373,0.410089,0.406324,-0.0680432,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,35,0.406503,0.408977,0.409292,-0.0680434,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,36,0.406503,0.408977,0.409292,-0.0680434,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,37,0.409026,0.408345,0.4074,-0.0680437,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,38,0.409026,0.408345,0.4074,-0.0680437,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,39,0.408077,0.408559,0.408148,-0.0680438,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,40,0.407443,0.408886,0.408445,-0.0680439,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,41,0.408316,0.40771,0.408749,-0.0680439,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,42,0.408486,0.408365,0.407923,-0.068044,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,43,0.40808,0.40844,0.40826,-0.068044,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,44,0.407869,0.408529,0.408378,-0.068044,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,45,0.40823,0.408077,0.408468,-0.068044,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,46,0.408273,0.408357,0.408146,-0.068044,0
8,0.001,Penalty Nelder-Mead,0.408027,0.408427,0.408605,47,0.408273,0.408357,0.408146,-0.068044,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,0,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,1,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,2,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,3,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,4,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,5,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,6,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,7,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,8,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,9,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,10,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,11,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,12,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,13,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,14,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,15,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,16,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,17,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,18,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,19,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,20,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,21,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,22,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,23,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,24,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,25,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,26,0.408273,0.408357,0.408146,-0.0680218,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,27,0.406553,0.408483,0.409697,-0.0680326,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,28,0.406553,0.408483,0.409697,-0.0680326,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,29,0.406553,0.408483,0.409697,-0.0680326,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,30,0.406441,0.407466,0.41084,-0.0680392,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,31,0.406441,0.407466,0.41084,-0.0680392,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,32,0.406441,0.407466,0.41084,-0.0680392,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,33,0.406807,0.408053,0.409885,-0.0680403,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,34,0.406807,0.408053,0.409885,-0.0680403,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,35,0.407278,0.407572,0.409906,-0.0680405,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,36,0.40673,0.407643,0.410377,-0.0680408,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,37,0.406956,0.407795,0.410002,-0.0680409,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,38,0.406898,0.407862,0.40999,-0.0680411,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,39,0.406898,0.407862,0.40999,-0.0680411,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,40,0.406898,0.407862,0.40999,-0.0680411,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,41,0.406948,0.407771,0.410033,-0.0680411,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,42,0.406985,0.407725,0.410043,-0.0680411,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,43,0.407126,0.407939,0.409687,-0.0680412,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,44,0.407126,0.407939,0.409687,-0.0680412,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,45,0.407172,0.407959,0.409618,-0.0680413,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,46,0.407287,0.408284,0.409176,-0.0680414,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,47,0.407668,0.408509,0.40857,-0.0680416,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,48,0.407668,0.408509,0.40857,-0.0680416,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,49,0.407668,0.408509,0.40857,-0.0680416,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,50,0.407668,0.408509,0.40857,-0.0680416,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,51,0.407839,0.408667,0.408241,-0.0680416,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,52,0.407839,0.408667,0.408241,-0.0680416,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,53,0.407839,0.408667,0.408241,-0.0680416,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,54,0.407947,0.408638,0.408163,-0.0680416,0
9,0.0001,Penalty Nelder-Mead,0.408273,0.408357,0.408146,55,0.407947,0.408638,0.408163,-0.0680416,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,0,0.3,0.7,0.1,0.1234,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,1,0.3,0.7,0.15,0.0469,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,2,0.35,0.75,0.15,-0.01835,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,3,0.4,0.65,0.2,-0.0484,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,4,0.35,0.7,0.3,-0.0591,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,5,0.35,0.7,0.3,-0.0591,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,6,0.35,0.7,0.3,-0.0591,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,7,0.35,0.7,0.3,-0.0591,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,8,0.387654,0.676852,0.227469,-0.0596024,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,9,0.376337,0.703549,0.233899,-0.0607249,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,10,0.376337,0.703549,0.233899,-0.0607249,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,11,0.366918,0.695726,0.269649,-0.0618404,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,12,0.366918,0.695726,0.269649,-0.0618404,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,13,0.366918,0.695726,0.269649,-0.0618404,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,14,0.366918,0.695726,0.269649,-0.0618404,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,15,0.369185,0.692655,0.250454,-0.062169,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,16,0.369185,0.692655,0.250454,-0.062169,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,17,0.353814,0.696631,0.28206,-0.0622057,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,18,0.354755,0.699577,0.264687,-0.0627201,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,19,0.358993,0.688907,0.262477,-0.0629136,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,20,0.358993,0.688907,0.262477,-0.0629136,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,21,0.358993,0.688907,0.262477,-0.0629136,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,22,0.348224,0.68862,0.287691,-0.0631849,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,23,0.343835,0.683015,0.285072,-0.063907,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,24,0.343835,0.683015,0.285072,-0.063907,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,25,0.332251,0.670094,0.315608,-0.0641867,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,26,0.341286,0.664301,0.291295,-0.0644987,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,27,0.341286,0.664301,0.291295,-0.0644987,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,28,0.305937,0.637033,0.36361,-0.0651598,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,29,0.312611,0.643241,0.338896,-0.0656429,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,30,0.31982,0.627715,0.335682,-0.0659724,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,31,0.31982,0.627715,0.335682,-0.0659724,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,32,0.31982,0.627715,0.335682,-0.0659724,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,33,0.29842,0.618238,0.371733,-0.0660332,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,34,0.303024,0.597661,0.368267,-0.0660401,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,35,0.308964,0.613677,0.363792,-0.0664255,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,36,0.308964,0.613677,0.363792,-0.0664255,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,37,0.300984,0.583989,0.383093,-0.0664608,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,38,0.300984,0.583989,0.383093,-0.0664608,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,39,0.330732,0.609113,0.342968,-0.0668281,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,40,0.330732,0.609113,0.342968,-0.0668281,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,41,0.318079,0.564603,0.37834,-0.0672118,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,42,0.334417,0.597726,0.351021,-0.0672297,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,43,0.351194,0.582106,0.335023,-0.0673186,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,44,0.338394,0.553843,0.366621,-0.0678666,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,45,0.338394,0.553843,0.366621,-0.0678666,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,46,0.338394,0.553843,0.366621,-0.0678666,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,47,0.338394,0.553843,0.366621,-0.0678666,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,48,0.362998,0.520523,0.362995,-0.068214,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,49,0.338306,0.547348,0.376747,-0.0683431,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,50,0.338306,0.547348,0.376747,-0.0683431,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,51,0.37711,0.519069,0.357921,-0.0689716,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,52,0.37711,0.519069,0.357921,-0.0689716,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,53,0.358178,0.523139,0.380353,-0.0692284,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,54,0.396118,0.480174,0.369006,-0.0694512,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,55,0.396118,0.480174,0.369006,-0.0694512,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,56,0.387999,0.481021,0.391349,-0.0701826,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,57,0.387999,0.481021,0.391349,-0.0701826,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,58,0.387999,0.481021,0.391349,-0.0701826,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,59,0.422631,0.436645,0.396946,-0.0706256,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,60,0.422631,0.436645,0.396946,-0.0706256,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,61,0.422631,0.436645,0.396946,-0.0706256,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,62,0.422631,0.436645,0.396946,-0.0706256,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,63,0.422631,0.436645,0.396946,-0.0706256,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,64,0.414326,0.422015,0.423321,-0.0706793,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,65,0.414326,0.422015,0.423321,-0.0706793,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,66,0.414326,0.422015,0.423321,-0.0706793,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,67,0.418212,0.430143,0.407584,-0.0706855,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,68,0.416586,0.422503,0.415211,-0.0706978,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,69,0.425662,0.417839,0.41391,-0.0707031,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,70,0.417239,0.422755,0.417778,-0.0707061,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,71,0.417239,0.422755,0.417778,-0.0707061,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,72,0.419018,0.420004,0.416834,-0.0707118,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,73,0.419018,0.420004,0.416834,-0.0707118,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,74,0.419018,0.420004,0.416834,-0.0707118,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,75,0.419018,0.420004,0.416834,-0.0707118,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,76,0.419018,0.420004,0.416834,-0.0707118,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,77,0.418143,0.41805,0.420497,-0.0707125,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,78,0.418143,0.41805,0.420497,-0.0707125,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,79,0.418441,0.41997,0.418316,-0.0707127,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,80,0.419702,0.419656,0.417104,-0.0707127,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,81,0.41889,0.419615,0.417737,-0.0707129,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,82,0.418577,0.418898,0.419108,-0.070713,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,83,0.418577,0.418898,0.419108,-0.070713,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,84,0.418577,0.418898,0.419108,-0.070713,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,85,0.418577,0.418898,0.419108,-0.070713,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,86,0.418797,0.419203,0.418285,-0.0707131,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,87,0.418615,0.418783,0.418873,-0.0707131,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,88,0.418904,0.418939,0.418463,-0.0707131,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,89,0.418674,0.418937,0.418824,-0.0707131,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,90,0.418674,0.418937,0.418824,-0.0707131,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,91,0.418674,0.418937,0.418824,-0.0707131,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,92,0.418822,0.418862,0.418687,-0.0707131,0
10,1,Penalty Nelder-Mead,0.3,0.7,0.1,93,0.418822,0.418862,0.418687,-0.0707131,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,0,0.418822,0.418862,0.418687,-0.046085,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,1,0.418822,0.418862,0.418687,-0.046085,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,2,0.418822,0.418862,0.418687,-0.046085,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,3,0.352155,0.502195,0.368687,-0.062538,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,4,0.352155,0.502195,0.368687,-0.062538,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,5,0.352155,0.502195,0.368687,-0.062538,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,6,0.396908,0.452504,0.369613,-0.0647224,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,7,0.396908,0.452504,0.369613,-0.0647224,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,8,0.402575,0.460177,0.375966,-0.0659472,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,9,0.394123,0.457924,0.383095,-0.0672398,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,10,0.394123,0.457924,0.383095,-0.0672398,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,11,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,12,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,13,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,14,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,15,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,16,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,17,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,18,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,19,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,20,0.405168,0.447859,0.375277,-0.0679972,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,21,0.412103,0.443103,0.373691,-0.0680462,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,22,0.411422,0.441884,0.376943,-0.0680528,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,23,0.416545,0.435581,0.375677,-0.0680647,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,24,0.421545,0.43252,0.375597,-0.0680942,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,25,0.420905,0.430221,0.378454,-0.0681232,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,26,0.420905,0.430221,0.378454,-0.0681232,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,27,0.420905,0.430221,0.378454,-0.0681232,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,28,0.420905,0.430221,0.378454,-0.0681232,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,29,0.421965,0.427524,0.378503,-0.0681323,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,30,0.427235,0.421015,0.381008,-0.0681577,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,31,0.422374,0.424852,0.382161,-0.0681618,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,32,0.426811,0.418707,0.382662,-0.0681814,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,33,0.426811,0.418707,0.382662,-0.0681814,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,34,0.426811,0.418707,0.382662,-0.0681814,0
11,0.1,Penalty Nelder-Mead,0.418822,0.418862,0.418687,35,0.426811,0.418707,0.382662,-0.0681814,0
